issue,record_type,record_id,venue_name,operator,what_the_pipeline_produced,source,snippet
article unusable: no headline found,article,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf@2303630,,,"|The Atlanta Journal - Constitution (2010-); Atlanta, Georgia | / 2016-09-10 / ?",articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,
article unusable: no headline found,article,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf@2304665,,,"|Lansing State Journal (1980-); Lansing, Michigan | / 2016-09-09 / ?",articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,
article unusable: no headline found,article,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf@2305621,,,"|Lansing State Journal (1980-); Lansing, Michigan | / 2016-09-09 / ?",articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,
article unusable: no headline found,article,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf@2306577,,,"|Detroit Free Press (1923-), General edition; Detroit | / 2016-09-09 / ?",articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,
article unusable: no headline found,article,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf@234526,,,|Philadelphia Inquirer (1969-); Philadelphia | / 2017-01-12 / ?,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,
article unusable: no headline found,article,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf@2353289,,,"|Lansing State Journal (1980-); Lansing, Michigan | / 2016-09-07 / ?",articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,
article unusable: no headline found,article,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf@2358394,,,"|Edmonton Journal (1911-); Edmonton, Canada | / 2016-09-07 / ?",articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,
article unusable: no headline found,article,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf@2359314,,,"|Detroit Free Press (1923-), General edition; Detroit | / 2016-09-07 / ?",articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,
article unusable: no headline found,article,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf@2360286,,,"|Wall Street Journal (2008-), Eastern Edition; New York | / 2016-09-07 / ?",articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,
article unusable: no headline found,article,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf@242818,,,"|Daily Record (1974-); Morristown, New Jersey | / 2017-01-08 / ?",articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,
article unusable: no headline found,article,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf@243750,,,"|Argus Leader (1977-); Sioux Falls, South Dakota | / 2017-01-07 / ?",articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,
article unusable: no headline found,article,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf@2444135,,,"|The Post-Crescent (1965-); Appleton, Wisconsin | / 2016-09-06 / ?",articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,
article unusable: no headline found,article,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf@2485089,,,|Barron's (2008-); New York | / 2016-09-05 / ?,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,
article unusable: no headline found,article,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf@249011,,,|M2 Presswire; Coventry | / 2017-01-06 / ?,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,"M2 PRESSWIRE-January 6, 2017-Global Contract Catering Market (2016-2020): Contract Catering Growth Driven by Increased Penetration in Education, Sports & Leisure (C)2017 M2 COMMUNICATIONS http://www.m2.com January 6, 2017 Dublin - Research and Markets has anno"
article unusable: no headline found,article,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf@2500856,,,"|Wausau Daily Herald (1985-); Wausau, Wisconsin | / 2016-09-04 / ?",articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,
article unusable: no headline found,article,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf@2501811,,,"|The Sheboygan Press (1924-); Sheboygan, Wisconsin | / 2016-09-04 / ?",articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,
article unusable: no headline found,article,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf@2502772,,,"|Herald Times Reporter (1973-); Manitowoc, Wisconsin | / 2016-09-04 / ?",articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,
article unusable: no headline found,article,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf@2503714,,,"|Green Bay Press Gazette (1915-); Green Bay, Wisconsin | / 2016-09-04 / ?",articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,
article unusable: no headline found,article,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf@253619,,,"|Albuquerque Journal (1926-); Albuquerque, New Mexico | / 2017-01-05 / ?",articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,
article unusable: no headline found,article,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf@2569708,,,"|The Knoxville News-Sentinel (1926-); Knoxville, Tennessee | / 2016-09-01 / ?",articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,
article unusable: no headline found,article,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf@2596442,,,"|The Knoxville News-Sentinel (1926-); Knoxville, Tennessee | / 2016-08-31 / ?",articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,
article unusable: no headline found,article,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf@2597376,,,|Cincinnati Enquirer (1923-); Cincinnati | / 2016-08-31 / ?,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,
article unusable: no headline found,article,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf@260036,,,"|Windsor Star (1959-); Windsor, Ontario | / 2017-01-05 / ?",articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,
article unusable: no headline found,article,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf@2616388,,,"|The Atlanta Journal - Constitution (2010-); Atlanta, Georgia | / 2016-08-29 / ?",articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,
article unusable: no headline found,article,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf@26278,,,"|St. Cloud Times (1988-); St Cloud, Minnesota | / 2017-01-31 / ?",articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,
article unusable: no headline found,article,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf@2631939,,,"|The Gleaner (2012-); Henderson, Kentucky | / 2016-08-28 / ?",articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,
article unusable: no headline found,article,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf@2632841,,,"|Argus Leader (1977-); Sioux Falls, South Dakota | / 2016-08-26 / ?",articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,
article unusable: no headline found,article,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf@2654566,,,"|The Record (1960-); Hackensack, New Jersey | / 2016-08-24 / ?",articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,
article unusable: no headline found,article,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf@2655502,,,"|The North Jersey Herald & News (1987-); Passaic, New Jersey | / 2016-08-24 / ?",articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,
article unusable: no headline found,article,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf@2656470,,,"|Des Moines Register (1871-); Des Moines, Iowa | / 2016-08-24 / ?",articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,
article unusable: no headline found,article,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf@2657402,,,|Pittsburgh Post-Gazette (1927-); Pittsburgh | / 2016-08-24 / ?,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,
article unusable: no headline found,article,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf@2658278,,,|Philadelphia Inquirer (1969-); Philadelphia | / 2016-08-24 / ?,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,
article unusable: no headline found,article,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf@266092,,,|PR Newswire; New York | / 2017-01-05 / ?,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,"PHILADELPHIA, Jan. 5, 2017 /PRNewswire/ -- Fans attending the college football national championship at Raymond James Stadium in Tampa on January 9 will have more than their favorite team to rally around. Aramark (NYSE: ARMK), the food and beverage provider fo"
article unusable: no headline found,article,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf@2663191,,,"|Ventura County Star (1994-); Camarillo, California | / 2016-08-23 / ?",articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,
article unusable: no headline found,article,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf@2675425,,,"|The Record (1960-); Hackensack, New Jersey | / 2016-08-21 / ?",articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,
article unusable: no headline found,article,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf@2676361,,,"|The North Jersey Herald & News (1987-); Passaic, New Jersey | / 2016-08-21 / ?",articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,
article unusable: no headline found,article,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf@2686963,,,|Philadelphia Inquirer (1969-); Philadelphia | / 2016-08-19 / ?,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,
article unusable: no headline found,article,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf@2687936,,,"|Fort Myers News-Press (1931-); Fort Myers, Florida | / 2016-08-17 / ?",articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,
article unusable: no headline found,article,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf@2694841,,,|Philadelphia Inquirer (1969-); Philadelphia | / 2016-08-16 / ?,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,
article unusable: no headline found,article,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf@2727966,,,"|Evansville Courier & Press (1999-); Evansville, Indiana | / 2016-08-14 / ?",articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,
article unusable: no headline found,article,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf@2750028,,,"|Standard Times (1928-); San Angelo, Texas | / 2016-08-13 / ?",articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,
article unusable: no headline found,article,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf@2750932,,,"|Great Falls Tribune (1921-); Great Falls, Montana | / 2016-08-11 / ?",articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,
article unusable: no headline found,article,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf@2751890,,,|Pittsburgh Post-Gazette (1927-); Pittsburgh | / 2016-08-11 / ?,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,
article unusable: no headline found,article,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf@2752766,,,"|The Record (1960-); Hackensack, New Jersey | / 2016-08-10 / ?",articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,
article unusable: no headline found,article,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf@2753702,,,"|Des Moines Register (1871-); Des Moines, Iowa | / 2016-08-10 / ?",articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,
article unusable: no headline found,article,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf@2860147,,,"|Des Moines Register (1871-); Des Moines, Iowa | / 2016-08-09 / ?",articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,
article unusable: no headline found,article,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf@2866629,,,"|The Leaf-Chronicle (1979-); Clarksville, Tennessee | / 2016-08-08 / ?",articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,
article unusable: no headline found,article,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf@2867586,,,"|The Leaf-Chronicle (1979-); Clarksville, Tennessee | / 2016-08-08 / ?",articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,
article unusable: no headline found,article,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf@2868543,,,"|The Daily News-Journal (1931-); Murfreesboro, Tennessee | / 2016-08-08 / ?",articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,
article unusable: no headline found,article,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf@2869506,,,"|The Daily News-Journal (1931-); Murfreesboro, Tennessee | / 2016-08-08 / ?",articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,
article unusable: no headline found,article,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf@2870469,,,"|Standard Times (1928-); San Angelo, Texas | / 2016-08-08 / ?",articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,
article unusable: no headline found,article,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf@2887220,,,|The Tennessean (1972-); Nashville | / 2016-08-08 / ?,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,
article unusable: no headline found,article,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf@2888147,,,|The Tennessean (1972-); Nashville | / 2016-08-08 / ?,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,
article unusable: no headline found,article,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf@2889074,,,"|Boston Globe (2008-); Boston, Massachusetts | / 2016-08-08 / ?",articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,
article unusable: no headline found,article,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf@2918855,,,"|The News Leader (2001-); Staunton, Virginia | / 2016-08-07 / ?",articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,
article unusable: no headline found,article,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf@2919771,,,|Arizona Republic (1930-); Phoenix | / 2016-08-07 / ?,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,
article unusable: no headline found,article,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf@2920696,,,"|Standard Times (1928-); San Angelo, Texas | / 2016-08-07 / ?",articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,
article unusable: no headline found,article,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf@2921599,,,"|The Record (1960-); Hackensack, New Jersey | / 2016-08-07 / ?",articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,
article unusable: no headline found,article,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf@2922531,,,"|The North Jersey Herald & News (1987-); Passaic, New Jersey | / 2016-08-07 / ?",articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,
article unusable: no headline found,article,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf@2924746,,,|New York Times (2008-); New York | / 2016-08-07 / ?,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,
article unusable: no headline found,article,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf@2953108,,,"|Standard Times (1928-); San Angelo, Texas | / 2016-08-06 / ?",articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,
article unusable: no headline found,article,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf@2954011,,,|Star Tribune (1987-); Minneapolis | / 2016-08-06 / ?,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,
article unusable: no headline found,article,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf@2954951,,,|Star Tribune (1987-); Minneapolis | / 2016-08-06 / ?,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,
article unusable: no headline found,article,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf@2961877,,,"|Standard Times (1928-); San Angelo, Texas | / 2016-08-05 / ?",articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,
article unusable: no headline found,article,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf@2962780,,,"|The Knoxville News-Sentinel (1926-); Knoxville, Tennessee | / 2016-08-05 / ?",articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,
article unusable: no headline found,article,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf@2963711,,,"|The Record (1960-); Hackensack, New Jersey | / 2016-08-05 / ?",articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,
article unusable: no headline found,article,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf@2964643,,,"|The North Jersey Herald & News (1987-); Passaic, New Jersey | / 2016-08-05 / ?",articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,
article unusable: no headline found,article,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf@2971193,,,"|Philadelphia Daily News (1960-); Philadelphia, Pennsylvania | / 2016-08-05 / ?",articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,
article unusable: no headline found,article,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf@2972166,,,|Star Tribune (1987-); Minneapolis | / 2016-08-05 / ?,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,
article unusable: no headline found,article,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf@2973106,,,|Philadelphia Inquirer (1969-); Philadelphia | / 2016-08-05 / ?,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,
article unusable: no headline found,article,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf@3044716,,,"|Iowa City Press-Citizen (1920-); Iowa City, Iowa | / 2016-08-02 / ?",articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,
article unusable: no headline found,article,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf@3045645,,,|Philadelphia Inquirer (1969-); Philadelphia | / 2016-08-01 / ?,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,
article unusable: no headline found,article,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf@3057089,,,|St. Louis Post-Dispatch (1923-); St Louis | / 2016-07-31 / ?,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,
article unusable: no headline found,article,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf@3070004,,,"|The Reporter (1977-); Fond du Lac, Wisconsin | / 2016-07-29 / ?",articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,
